date,m_aud_exp_im,m_aud_exp_sp,m_aud_ret_im,m_aud_ret_sp,m_aud_app_im,m_aud_app_sp,m_disst_app_sp,m_disst_exp_sp,m_disst_ret_sp,m_disst_home_sp,m_disst_app_im,m_disst_exp_im,m_disst_ret_im,m_disst_home_im,m_disvd_app_sp,m_disvd_exp_sp,m_disvd_ret_sp,m_disvd_home_sp,m_disvd_app_im,m_disvd_exp_im,m_disvd_ret_im,m_disvd_home_im,m_dig_exp_sp,m_dig_ret_sp,m_oohdig_ret_sp,m_oohpap_ret_sp,m_oohdig_ret_gr,m_oohpap_ret_gr,m_oohdig_ret_ip,m_oohpap_ret_ip,m_oohdig_app_sp,m_oohpap_app_sp,m_oohdig_app_gr,m_oohpap_app_gr,m_oohdig_app_ip,m_oohpap_app_ip,m_oohdig_home_sp,m_oohpap_home_sp,m_oohdig_home_gr,m_oohpap_home_gr,m_oohdig_home_ip,m_oohpap_home_ip,m_ooh_befo_ret_ip,m_ooh_befo_exp_ip,m_ooh_befo_home_ip,m_ooh_befo_app_ip,m_ooh_befo_ret_sp,m_ooh_befo_exp_sp,m_ooh_befo_home_sp,m_ooh_befo_app_sp,m_ooh_befo_rtd_sp,m_prs_ret_sp,m_prs_ret_gr,m_prs_home_sp,m_prs_exp_sp,m_prs_rtd_sp,m_rad_ret_sp,m_rad_ret_im,m_rad_ret_gr,m_rad_exp_sp,m_rad_home_sp,m_radprt_ret_sp,m_radprt_ret_gr,m_soctw_exp_sp,m_soctw_exp_im,m_soctw_ret_sp,m_soctw_ret_im,m_socsn_exp_sp,m_socsn_exp_im,m_socsn_ret_sp,m_socsn_ret_im,m_socfb_exp_sp,m_socfb_exp_im,m_socfb_ret_sp,m_socfb_ret_im,m_vod_ret_sp,m_vod_ret_im,m_cin_ret_sp,m_drd_ret_sp,m_tvv_ret_sp,m_tvvspons_ret_vf,m_tvvspons_ret_sec,m_tvvspons_ret_val,m_tvvspons_ret_ppval,m_tvvspons_ret_sp,m_drm_ret_sp,m_tot_exp_sp,m_tot_ret_sp,m_tot_app_sp,m_tot_home_sp,m_tot_rtd_sp,m_aud_ret_sp_1,m_dis_ret_sp,m_dig_ret_sp_1,m_ooh_ret_sp,m_prs_ret_sp_1,m_rad_ret_sp_1,m_soc_ret_sp,m_vod_ret_sp_1,m_cin_ret_sp_1,m_drd_ret_sp_1,m_tvv_ret_sp_1,m_drm_ret_sp_1,M_EML_DELROLL_VOL,M_RADAUD_RET_SP,M_EML_DELIV_VOL,M_DIGALL_RET_SP,M_EML_FOOU_VOL,M_TOT_EXP18_SP,M_TOT_EXP19_SP,M_TOT_EXP20_SP,M_DRM_TOT_SP,m_dis_exp_sp,m_soc_exp_sp,m_radaud_exp_sp,m_ooh_exp_sp,m_ooh_exp18_sp,m_ooh_exp19_sp,m_dig_exp18_sp,m_dig_exp19_sp,m_prs_exp18_sp,m_prs_exp19_sp,m_rad_exp18_sp,m_rad_exp20_sp
25/08/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40057.742173661216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16394306.321630612,0,0,0,45971.14863468636,0,0,0,0,1163.7649218928339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126428.09134242138,0,0,0,0,0,31009.874904974444,51448.49372563305,849.4064303432641,0,0,0,0,0,0,0,0,0,0,37917.65121551068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43532.37762213831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533.032556312772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42850.18892294813,0,0,0,0,0,33699.69227237741,0,1118.9267581116796,0,0,0,0,0,0,0,0,0,0,41206.65373755078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/09/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27489.39383599047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7988.517049708983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37438.41353921112,0,0,0,0,0,21280.347264008764,0,5830.64296171874,0,0,0,0,0,0,0,0,0,0,26020.768796206674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/09/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22206.751235480744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8511.128788279095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33286.29197676527,0,0,0,0,0,17190.898450360786,0,6212.085779734184,0,0,0,0,0,0,0,0,0,0,21020.352178766087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/09/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20496.41868603657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21057786.63694536,0,0,0,59047.97802192342,0,0,0,0,5389.101656078331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139290.09167422727,0,0,0,0,0,15866.879783151855,66083.39397637008,3933.386815785116,0,0,0,0,0,0,0,0,0,0,19401.394405479485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/09/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32134.951513754437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36851126.610085756,0,0,0,103333.96154386376,0,0,0,0,3330.5162921436163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231257.2853155216,0,0,0,0,0,24876.609924714223,115645.93946480044,2430.8706180184213,0,0,0,0,0,0,0,0,0,0,30418.136849636634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27711.72826826121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36851126.610085756,0,0,0,103333.96154386376,0,0,0,0,5505.845781639988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230349.92565131118,0,0,0,0,0,21452.462879060015,115645.93946480044,4018.5957863352737,0,0,0,0,0,0,0,0,0,0,26231.224977673228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17816.086200812133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36851126.610085756,0,0,0,103333.96154386376,0,0,0,0,6067.344995693775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221954.77485251808,0,0,0,0,0,13791.95567209699,115645.93946480044,4428.421717739223,0,0,0,0,0,0,0,0,0,0,16864.25909027023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22007.58886303165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15793339.973140398,0,0,0,44285.98351460999,0,0,0,0,51613.0764104008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180987.89689384308,0,0,0,0,0,17036.721007492197,49562.545480226625,37671.24972411718,0,0,0,0,0,0,0,0,0,0,20831.830086306672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42681.464442653334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879455.8849605294,0,0,0,5270.167833450582,0,0,0,0,77253.40334294684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164025.52785148812,0,0,0,0,0,33040.975384729834,5898.094887012067,56385.5606325308,0,0,0,0,0,0,0,0,0,0,40401.20072388575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/11/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40731.19844461838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33522.96547094971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87536.15344838252,0,0,0,0,0,31531.21718696865,0,24467.675472540148,0,0,0,0,0,0,0,0,0,0,38555.12798293175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/11/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41984.249476502926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12563567.67655151,0,0,0,35229.40377678919,0,0,0,0,6210.313659523007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115271.95693490298,0,0,0,0,0,32501.24079887951,39426.89736928515,4532.771402206958,0,0,0,0,0,0,0,0,0,0,39741.23457316974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/11/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39343.808121834125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21986243.43396514,0,0,0,61651.45661671144,0,0,0,0,22090.78264191736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186502.0077766459,0,0,0,0,0,30457.19758378192,68997.07040445275,16123.576569777266,0,0,0,0,0,0,0,0,0,0,37241.85919880896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/11/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41851.37679644628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21986243.43396514,0,0,0,61651.45661671144,0,0,0,0,36426.291391685954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210034.89505903283,0,0,0,0,0,32398.380154138667,68997.07040445275,26586.749230532947,0,0,0,0,0,0,0,0,0,0,39615.460636221025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69381.54172352114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21986243.43396514,0,0,0,61651.45661671144,0,0,0,0,19627.71850274497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210863.38699509646,0,0,0,0,0,53710.28951739868,68997.07040445275,14325.840206699653,0,0,0,0,0,0,0,0,0,0,65674.82232178007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49323.92556325269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21986243.43396514,0,0,0,61651.45661671144,0,0,0,0,5666.705952401108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171522.95109869618,0,0,0,0,0,38183.09965918232,68997.07040445275,4136.004088355906,0,0,0,0,0,0,0,0,0,0,46688.78735050007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26213.17074428428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9422675.757413631,0,0,0,26422.0528325919,0,0,0,0,5666.705952401108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83028.04182494433,0,0,0,0,0,20292.385479915243,29570.173026963865,4136.004088355906,0,0,0,0,0,0,0,0,0,0,24812.728116961545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48602.95190190904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2428.588264910961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48901.38028467669,0,0,0,0,0,37624.97276947588,0,1772.5731804292348,0,0,0,0,0,0,0,0,0,0,46006.331816489124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27606.134080684733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12496.278162859673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2848.4122085087,0,0,0,0,0,0,0,0,48870.37351615371,0,0,0,0,0,21370.719316648454,0,9120.758692079356,0,0,0,0,3678.36307977885,0,0,0,0,0,26131.272175601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/01/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150.7129957864104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37304.127206615965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136.309156381525,0,0,0,0,0,0,0,0,61585.54346046917,0,0,0,0,0,2439.059481616408,0,27227.462292045755,0,0,0,0,2758.7723098341376,0,0,0,0,0,2982.38567557006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/01/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26491.13008623933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55521.84061304269,0,0,0,0,9192.800793586051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127193.21268676546,0,0,0,0,0,20507.56197152396,0,40524.170778843145,18784.51240854405,0,0,0,0,0,0,0,14398.677633562214,0,25075.83743886622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/01/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32405.98225549463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31476.79180281251,0,0,0,0,16087.401385637932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112461.8423218528,0,0,0,0,0,25086.422783370348,0,22974.218298656666,32872.89670854062,0,0,0,0,0,0,0,25197.685853819363,0,30674.687732845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/01/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32405.98225549463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122094.97727486702,0,0,0,395.57029372751873,0,0,0,0,9421.296450322881,0,0,0,0,16087.401385637932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80604.33610418666,0,0,0,0,0,25086.422783370348,442.70148515565626,6876.397145618161,32872.89670854062,0,0,0,0,0,0,0,25197.685853819363,0,30674.687732845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/02/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32405.98225549463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213666.21018533106,0,0,0,692.2480140598094,0,0,0,0,47396.83506895483,0,0,0,0,16087.401385637932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137315.3082234784,0,0,0,0,0,25086.422783370348,774.7275990634171,34593.90786586765,32872.89670854062,0,0,0,0,0,0,0,25197.685853819363,0,30674.687732845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/02/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24675.437247266815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91571.23291046405,0,0,0,296.67772033229073,0,0,0,0,52851.129201728545,0,0,0,0,16087.401385637932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137420.89779243388,0,0,0,0,0,19101.98080925324,332.0261139077609,38574.87723709274,32872.89670854062,0,0,0,0,0,0,0,25197.685853819363,0,23357.148265517644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/02/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24675.437247266815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25471.031688296796,0,0,0,0,16087.401385637932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96375.37874109785,0,0,0,0,0,19101.98080925324,0,18590.74603170471,32872.89670854062,0,0,0,0,0,0,0,25197.685853819363,0,23357.148265517644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/02/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39641.693805286304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30464157.193912838,0,0,0,98699.51962890758,0,0,0,0,73485.35773896356,0,0,0,0,13482.709291700829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5888.11389071532,0,0,0,0,0,0,0,0,372732.53273713373,0,0,0,0,0,30687.799641675956,110459.3156177833,53635.346989173726,27550.48495856168,0,0,0,7603.752252023842,0,0,0,21117.958397802297,0,37523.830294390595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129439.23316834593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53312275.082494535,0,0,0,172724.15940556585,0,0,0,0,107340.15014344509,0,0,0,0,46116.76089126732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4416.085417397642,0,0,0,0,0,0,0,0,717214.3233458287,0,0,0,0,0,100202.71264777982,193303.80239264877,78345.21564506278,94234.70459713285,0,0,0,5702.81418819289,0,0,0,72232.651232987,0,122523.92248177266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129439.23316834593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45696235.78630064,0,0,0,148049.27948001307,0,0,0,0,102960.17707017004,0,0,0,0,46116.76089126732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656624.4107070711,0,0,0,0,0,100202.71264777982,165688.9734676936,75148.36959550228,94234.70459713285,0,0,0,0,0,0,0,72232.651232987,0,122523.92248177266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/03/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117161.13664846336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73769.42245904976,0,0,0,0,46116.76089126732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320667.7587255357,0,0,0,0,0,90697.87746505436,0,53842.679583012716,94234.70459713285,0,0,0,0,0,0,0,72232.651232987,0,110901.78513281855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/03/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120019.03953200515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60786.23425490634,0,0,0,0,46116.76089126732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304136.3151397732,0,0,0,0,0,92910.26403754241,0,44366.53595684166,94234.70459713285,0,0,0,0,0,0,0,72232.651232987,0,113607.00412085206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/03/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149444.55341290924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74247.63213062828,0,0,0,0,83333.1613181456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434087.7106224154,0,0,0,0,0,115689.41870146654,0,54191.71430853999,170282.4675496169,0,0,0,0,0,0,0,130524.67392122689,0,141460.45545458488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149444.55341290924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25128287.276223935,0,0,0,81412.06301614549,0,0,0,0,73860.75705411902,0,0,0,0,98219.72146379565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5924416.3391580805,273.32500746287405,248228.0421370035,164737.05964735616,13541.267393160724,0,0,652567.0261906656,0,0,0,0,0,115689.41870146654,91112.10264858721,53909.34269590191,200701.57267931872,0,0,0,0,18706.497981221288,0,0,153841.48295720672,0,141460.45545458488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/04/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149444.55341290924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43974502.726538956,0,0,0,142471.11018662533,0,0,0,0,57675.670561024606,0,0,0,0,71867.2866777505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5924416.3391580805,273.32500746287405,248228.0421370035,164737.05964735616,13541.267393160724,0,0,686173.7713830507,0,0,0,0,0,115689.41870146654,159446.17953248098,42096.20390449033,146853.1700707042,0,0,0,0,18706.497981221288,0,0,112565.68226668419,0,141460.45545458488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/04/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149444.55341290924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18846215.45031502,0,0,0,61059.04723645291,0,0,0,0,45220.52517882444,0,0,0,0,52102.96058507896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5924416.3391580805,273.32500746287405,248228.0421370035,164737.05964735616,13541.267393160724,0,0,469169.38364775345,0,0,0,0,0,115689.41870146654,68334.07695772735,33005.46712468279,106466.86810783177,0,0,0,0,18706.497981221288,0,0,81608.83174387777,0,141460.45545458488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/04/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100109.64459323091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18459.17626749769,0,0,0,0,29773.120335227308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5924416.3391580805,273.32500746287405,248228.0421370035,164737.05964735616,13541.267393160724,0,0,218003.60212527876,0,0,0,0,0,77497.81658085411,0,13472.946920371392,60838.21034916429,0,0,0,0,18706.497981221288,0,0,46633.61814076287,0,94761.27162980147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42731.084629240286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29082987.77571439,0,0,0,94224.72792269728,0,0,0,0,23252.748754058724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5873106.595540419,306.0305639114231,274511.2812005626,100901.80328786,13541.267393160724,0,0,284569.8244044242,0,0,0,0,0,33079.38782875007,105451.36389462864,16971.67008843096,0,0,0,0,0,18706.497981221288,0,0,0,0,40448.169944469766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98285.32001523755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50895228.60293156,0,0,0,164893.27391969776,0,0,0,0,44604.134602001155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5873106.595540419,306.0305639114231,274511.2812005626,100901.80328786,13541.267393160724,0,0,502226.98669779144,0,0,0,0,0,76085.55333585171,184539.88687712813,32555.577194416524,0,0,0,0,0,18706.497981221288,0,0,0,0,93034.4118693999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/05/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129163.26810872018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50895228.60293156,0,0,0,164893.27391969776,0,0,0,0,26594.87157079344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5873106.595540419,306.0305639114231,274511.2812005626,100901.80328786,13541.267393160724,0,0,504386.4740574814,0,0,0,0,0,99989.07998870386,184539.88687712813,19411.01205357126,0,0,0,0,0,18706.497981221288,0,0,0,0,122262.70089736104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
